Go.	Ṛuḥ.	CC-BY 2.0 (France) Attribution: tatoeba.org #2877272 (CM) & #8325200 (Yagurten)
You're like your sister.	Kemm am weltma-k.	CC-BY 2.0 (France) Attribution: tatoeba.org #7022179 (shekitten) & #7101128 (Amastan)
You're mixing things up.	La trewwid tiɣawsiwin.	CC-BY 2.0 (France) Attribution: tatoeba.org #7056434 (AlanF_US) & #7302001 (Amastan)
You're mixing things up.	La trewwim tiɣawsiwin.	CC-BY 2.0 (France) Attribution: tatoeba.org #7056434 (AlanF_US) & #7302003 (Amastan)
You're mixing things up.	La trewwimt tiɣawsiwin.	CC-BY 2.0 (France) Attribution: tatoeba.org #7056434 (AlanF_US) & #7302004 (Amastan)
You're my best customer.	D kečč ay d amsaɣ-inu amaway.	CC-BY 2.0 (France) Attribution: tatoeba.org #3965995 (Hybrid) & #7341496 (Amastan)
You're my best customer.	D kemm ay d tamsaɣt-inu tamawayt.	CC-BY 2.0 (France) Attribution: tatoeba.org #3965995 (Hybrid) & #7341497 (Amastan)
You're nice to everyone.	Telhid ed medden akk.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645121 (CK) & #8143808 (Amastan)
You're nice to everyone.	Telham ed medden akk.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645121 (CK) & #8143809 (Amastan)
You're nice to everyone.	Telhamt ed medden akk.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645121 (CK) & #8143810 (Amastan)
You're not helping much.	Ur tzad ara tallalt-nnek.	CC-BY 2.0 (France) Attribution: tatoeba.org #3413355 (CK) & #8150193 (Amastan)
You're not helping much.	Ur tzad ara tallalt-nnem.	CC-BY 2.0 (France) Attribution: tatoeba.org #3413355 (CK) & #8150194 (Amastan)
You're not helping much.	Ur tzad ara tallalt-nwen.	CC-BY 2.0 (France) Attribution: tatoeba.org #3413355 (CK) & #8150195 (Amastan)
You're not helping much.	Ur tzad ara tallalt-nwent.	CC-BY 2.0 (France) Attribution: tatoeba.org #3413355 (CK) & #8150196 (Amastan)
You're not helping, Tom.	Ur la d-tettɛawaned ara, a Tom.	CC-BY 2.0 (France) Attribution: tatoeba.org #2545652 (CK) & #8149895 (Amastan)
You're not helping, Tom.	Ur la d-tettalled ara, a Tom.	CC-BY 2.0 (France) Attribution: tatoeba.org #2545652 (CK) & #8149897 (Amastan)
You're on the wrong bus.	Tɛerqed deg usakal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2713445 (CK) & #8429258 (Amastan)
You're on the wrong bus.	Tɛerqem deg usakal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2713445 (CK) & #8429259 (Amastan)
You're on the wrong bus.	Tɛerqemt deg usakal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2713445 (CK) & #8429263 (Amastan)
You're prettier than me.	Kemm tifed-iyi deg ccbaḥa.	CC-BY 2.0 (France) Attribution: tatoeba.org #2900593 (Hybrid) & #7340519 (Amastan)
You're prettier than me.	Kemm tifed-iyi deg thuski.	CC-BY 2.0 (France) Attribution: tatoeba.org #2900593 (Hybrid) & #7340521 (Amastan)
You're prettier than me.	Tifed-iyi ccbaḥa.	CC-BY 2.0 (France) Attribution: tatoeba.org #2900593 (Hybrid) & #7340523 (Amastan)
You're prettier than me.	Tifed-iyi tahuski.	CC-BY 2.0 (France) Attribution: tatoeba.org #2900593 (Hybrid) & #7340525 (Amastan)
You're really something.	Kečč d uẓwir s tidet.	CC-BY 2.0 (France) Attribution: tatoeba.org #559008 (FeuDRenais) & #7018403 (Amastan)
You're really something.	Kemm d tuẓwirt s tidet.	CC-BY 2.0 (France) Attribution: tatoeba.org #559008 (FeuDRenais) & #7018404 (Amastan)
You're right about that.	Tesɛid lḥeqq deg wanect-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338553 (Amastan)
You're right about that.	Tesɛam lḥeqq deg wanect-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338554 (Amastan)
You're right about that.	Tesɛamt lḥeqq deg wanect-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338555 (Amastan)
You're right about that.	Tlid lḥeqq deg wanect-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338556 (Amastan)
You're right about that.	Tlam lḥeqq deg wanect-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338557 (Amastan)
You're right about that.	Tlamt lḥeqq deg wanect-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338558 (Amastan)
You're right about that.	Tɣeẓned deg wanect-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338559 (Amastan)
You're right about that.	Tɣeẓnem deg wanect-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338560 (Amastan)
You're right about that.	Tɣeẓnemt deg wanect-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338561 (Amastan)
You're right about that.	Tesɛid lḥeqq deg waya.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338562 (Amastan)
You're right about that.	Tesɛam lḥeqq deg waya.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338563 (Amastan)
You're right about that.	Tesɛamt lḥeqq deg waya.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338564 (Amastan)
You're right about that.	Tlid lḥeqq deg waya.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338565 (Amastan)
You're right about that.	Tlam lḥeqq deg waya.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338566 (Amastan)
You're right about that.	Tlamt lḥeqq deg waya.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338567 (Amastan)
You're right about that.	Tɣeẓned deg waya.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338568 (Amastan)
You're right about that.	Tɣeẓnem deg waya.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338569 (Amastan)
You're right about that.	Tɣeẓnemt deg waya.	CC-BY 2.0 (France) Attribution: tatoeba.org #2192574 (Hybrid) & #7338570 (Amastan)
You're so cute together.	La d-tettbanem acek-iken mi ara tilim akken.	CC-BY 2.0 (France) Attribution: tatoeba.org #2439714 (Hybrid) & #3131614 (Amastan)
You're talking nonsense.	Aql-ik teshetrifed.	CC-BY 2.0 (France) Attribution: tatoeba.org #2218419 (CK) & #9097841 (Amastan)
You're talking nonsense.	Aql-ikem teshetrifed.	CC-BY 2.0 (France) Attribution: tatoeba.org #2218419 (CK) & #9097842 (Amastan)
You're talking nonsense.	Aql-iken teshetrifem.	CC-BY 2.0 (France) Attribution: tatoeba.org #2218419 (CK) & #9097844 (Amastan)
You're talking nonsense.	Aql-ikent teshetrifemt.	CC-BY 2.0 (France) Attribution: tatoeba.org #2218419 (CK) & #9097845 (Amastan)
You're the problem, Tom.	D kecc ay d ugur a Tom.	CC-BY 2.0 (France) Attribution: tatoeba.org #2545645 (CK) & #4277891 (Amastan)
You're three hours late.	Tɛeḍḍled s kraḍt n tsaɛtin.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #3620853 (Amastan)
You're three hours late.	Tɛeḍḍlem s kraḍt n tsaɛtin.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #3620854 (Amastan)
You're three hours late.	Tɛeḍḍlemt s kraḍt n tsaɛtin.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #3620855 (Amastan)
You're three hours late.	Tɛeḍḍlem s kraḍ n yesragen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #3620856 (Amastan)
You're three hours late.	Tɛeḍḍlemt s kraḍ n yesragen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #3620857 (Amastan)
You're three hours late.	Tɛeḍḍled s kraḍ n yesragen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #3620859 (Amastan)
You're three hours late.	Tɛeḍḍled s kraḍ n yisragen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #9097513 (Amastan)
You're three hours late.	Tɛeḍḍlem s kraḍ n yisragen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #9097514 (Amastan)
You're three hours late.	Tɛeḍḍlemt s kraḍ n yisragen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #9097515 (Amastan)
You're three hours late.	Tɛeṭṭled s kraḍ n yisragen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #9097516 (Amastan)
You're three hours late.	Tɛeṭṭlem s kraḍ n yisragen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #9097517 (Amastan)
You're three hours late.	Tɛeṭṭlemt s kraḍ n yisragen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2645120 (CK) & #9097518 (Amastan)
You're too young to die.	Mazal-ik meẓẓiyeḍ akken ad temmteḍ.	CC-BY 2.0 (France) Attribution: tatoeba.org #1699879 (Amastan) & #1699878 (Amastan)
Your brother needs help.	Gma-k yeḥwaj tallalt.	CC-BY 2.0 (France) Attribution: tatoeba.org #3251319 (Vincinho) & #3269885 (Amastan)
Your brother needs help.	Gma-k yesri tallalt.	CC-BY 2.0 (France) Attribution: tatoeba.org #3251319 (Vincinho) & #3269886 (Amastan)
Your brother needs help.	Gma-m yeḥwaj tallalt.	CC-BY 2.0 (France) Attribution: tatoeba.org #3251319 (Vincinho) & #3269887 (Amastan)
Your brother needs help.	Gma-m yesri tallalt.	CC-BY 2.0 (France) Attribution: tatoeba.org #3251319 (Vincinho) & #3269888 (Amastan)
Your clothes are filthy.	Rkan yiceḍḍiḍen-nnek.	CC-BY 2.0 (France) Attribution: tatoeba.org #5272635 (Hybrid) & #7344316 (Amastan)
Your clothes are filthy.	Rkan yiceḍḍiḍen-nnem.	CC-BY 2.0 (France) Attribution: tatoeba.org #5272635 (Hybrid) & #7344317 (Amastan)
Your clothes are filthy.	Rkan yiceḍḍiḍen-nwen.	CC-BY 2.0 (France) Attribution: tatoeba.org #5272635 (Hybrid) & #7344318 (Amastan)
Your clothes are filthy.	Rkan yiceḍḍiḍen-nwent.	CC-BY 2.0 (France) Attribution: tatoeba.org #5272635 (Hybrid) & #7344319 (Amastan)
Your dress is beautiful.	Tehhuski tqendurt-nnem.	CC-BY 2.0 (France) Attribution: tatoeba.org #6214624 (Hybrid) & #7344418 (Amastan)
Your dress is beautiful.	Taqendurt-nnem tehhuski.	CC-BY 2.0 (France) Attribution: tatoeba.org #6214624 (Hybrid) & #7344420 (Amastan)
Your dress is beautiful.	Taqendurt-nnem d tahuskayt.	CC-BY 2.0 (France) Attribution: tatoeba.org #6214624 (Hybrid) & #7344421 (Amastan)
Your dress is very nice.	Taqendurt-nnem d tafalkayt aṭas.	CC-BY 2.0 (France) Attribution: tatoeba.org #17363 (CK) & #5239621 (Amgaray)
Your friends sound nice.	Imidiwen-nnek ttbanen-d lhan.	CC-BY 2.0 (France) Attribution: tatoeba.org #1969653 (CM) & #9053068 (Amastan)
Your friends sound nice.	Imidiwen-nnem ttbanen-d lhan.	CC-BY 2.0 (France) Attribution: tatoeba.org #1969653 (CM) & #9053069 (Amastan)
Your friends sound nice.	Imidiwen-nwen ttbanen-d lhan.	CC-BY 2.0 (France) Attribution: tatoeba.org #1969653 (CM) & #9053070 (Amastan)
Your friends sound nice.	Imidiwen-nwent ttbanen-d lhan.	CC-BY 2.0 (France) Attribution: tatoeba.org #1969653 (CM) & #9053071 (Amastan)
Your friends sound nice.	Timidiwin-nnem ttbanent-d lhant.	CC-BY 2.0 (France) Attribution: tatoeba.org #1969653 (CM) & #9053072 (Amastan)
Your friends sound nice.	Timidiwin-nwent ttbanent-d lhant.	CC-BY 2.0 (France) Attribution: tatoeba.org #1969653 (CM) & #9053073 (Amastan)
Your horse is beautiful.	Ayis-nnek d ahuskay.	CC-BY 2.0 (France) Attribution: tatoeba.org #2779759 (Gulo_Luscus) & #7066932 (Amastan)
Your horse is beautiful.	Ayis-nnem d ahuskay.	CC-BY 2.0 (France) Attribution: tatoeba.org #2779759 (Gulo_Luscus) & #7066935 (Amastan)
Your horse is beautiful.	Ayis-nwen d ahuskay.	CC-BY 2.0 (France) Attribution: tatoeba.org #2779759 (Gulo_Luscus) & #7066936 (Amastan)
Your horse is beautiful.	Ayis-nwent d ahuskay.	CC-BY 2.0 (France) Attribution: tatoeba.org #2779759 (Gulo_Luscus) & #7066937 (Amastan)
Your idea is ridiculous.	Takti-nnek d tazulalt.	CC-BY 2.0 (France) Attribution: tatoeba.org #2807669 (Hybrid) & #7344166 (Amastan)
Your idea is ridiculous.	Takti-nnem d tazulalt.	CC-BY 2.0 (France) Attribution: tatoeba.org #2807669 (Hybrid) & #7344167 (Amastan)
Your idea is ridiculous.	Takti-nwen d tazulalt.	CC-BY 2.0 (France) Attribution: tatoeba.org #2807669 (Hybrid) & #7344169 (Amastan)
Your idea is ridiculous.	Takti-nwent d tazulalt.	CC-BY 2.0 (France) Attribution: tatoeba.org #2807669 (Hybrid) & #7344170 (Amastan)
Your life is so perfect.	Ur k-ixuṣṣ wacemma deg tmeddurt-nnek.	CC-BY 2.0 (France) Attribution: tatoeba.org #1155610 (CM) & #1840785 (Amastan)
Your name was mentioned.	Yettwabder-d yisem-nnek.	CC-BY 2.0 (France) Attribution: tatoeba.org #70369 (CK) & #1780853 (Amastan)
Your skirt is too short.	Wezzilet aṭas tsafa-nnem.	CC-BY 2.0 (France) Attribution: tatoeba.org #2744231 (Hybrid) & #7344725 (Amastan)
Your trousers are dirty.	Yellufḍa userwal-ik.	CC-BY 2.0 (France) Attribution: tatoeba.org #6172170 (sundown) & #7330101 (MessDjaaf)
Your trousers are dirty.	Yumes userwal-ik.	CC-BY 2.0 (France) Attribution: tatoeba.org #6172170 (sundown) & #7330102 (MessDjaaf)
A baby has delicate skin.	Aglim n ulufan rqiq.	CC-BY 2.0 (France) Attribution: tatoeba.org #272394 (CK) & #1689998 (Amastan)
A light bulb gives light.	Taftilt tettakf-d tafat.	CC-BY 2.0 (France) Attribution: tatoeba.org #681358 (Source_VOA) & #2850059 (Amastan)
A light bulb gives light.	Albik yettakf-d tafat.	CC-BY 2.0 (France) Attribution: tatoeba.org #681358 (Source_VOA) & #9050494 (Amastan)
A small plate is missing.	Ixuṣṣ yiwen n uḍebsi amecṭuḥ.	CC-BY 2.0 (France) Attribution: tatoeba.org #8815029 (sundown) & #9047605 (Amastan)
A sponge absorbs liquids.	Tajuṭṭut tettsummu imengiyen.	CC-BY 2.0 (France) Attribution: tatoeba.org #51614 (CK) & #9044727 (Amastan)
A truck ran over our dog.	Aydi-nneɣ iwet-it yiwen n ukamyun.	CC-BY 2.0 (France) Attribution: tatoeba.org #36952 (CK) & #1804505 (Amastan)
Accidents are inevitable.	Ur yezmir ara wemdan ad yerwel i yisehwa.	CC-BY 2.0 (France) Attribution: tatoeba.org #263740 (CK) & #2848257 (Amastan)
Accidents are inevitable.	Ur tezmired ara ad trewled i yisehwa.	CC-BY 2.0 (France) Attribution: tatoeba.org #263740 (CK) & #8807281 (Amastan)
Accidents are inevitable.	Ur yezmir yiwen ad yerwel i yisehwa.	CC-BY 2.0 (France) Attribution: tatoeba.org #263740 (CK) & #8807282 (Amastan)
Accidents have been rare.	Drus anda ay d-llan yisehwa.	CC-BY 2.0 (France) Attribution: tatoeba.org #4493646 (CK) & #8807326 (Amastan)
After that, he went home.	Sakkin, yedda s axxam.	CC-BY 2.0 (France) Attribution: tatoeba.org #48096 (CK) & #1755232 (Amastan)
All I want is my freedom.	D tilelli-w kan i bɣiɣ.	CC-BY 2.0 (France) Attribution: tatoeba.org #3824581 (CK) & #7527562 (LinaTamazight)
All of you did good work.	Akken ma tellam tgam amahil yelhan.	CC-BY 2.0 (France) Attribution: tatoeba.org #17642 (CK) & #8474665 (Amastan)
All of you did good work.	Akken ma tellamt tgamt amahil yelhan.	CC-BY 2.0 (France) Attribution: tatoeba.org #17642 (CK) & #8474666 (Amastan)
All of you did good work.	Tgam, akken ma tellam, amahil yelhan.	CC-BY 2.0 (France) Attribution: tatoeba.org #17642 (CK) & #8484499 (Amastan)
All of you did good work.	Tgamt, akken ma tellamt, amahil yelhan.	CC-BY 2.0 (France) Attribution: tatoeba.org #17642 (CK) & #8484500 (Amastan)
All our plans went wrong.	Akk iɣawasen-nneɣ ur ččin ara.	CC-BY 2.0 (France) Attribution: tatoeba.org #262579 (CK) & #9256436 (Yagurten)
All the houses were gone.	Laḥḥ akk tigemma.	CC-BY 2.0 (France) Attribution: tatoeba.org #7060044 (Hybrid) & #7342503 (Amastan)
All the houses were gone.	Kullu tigemma laḥḥ-tent.	CC-BY 2.0 (France) Attribution: tatoeba.org #7060044 (Hybrid) & #7342505 (Amastan)
All the houses were gone.	Laḥḥ tigemma kullu-tent.	CC-BY 2.0 (France) Attribution: tatoeba.org #7060044 (Hybrid) & #7342507 (Amastan)
All the seats are booked.	Ttwaḥeṛṛen akk yikersiyen.	CC-BY 2.0 (France) Attribution: tatoeba.org #322637 (CK) & #1610619 (Amastan)
All we want to do is eat.	Nebɣa kan ad necc.	CC-BY 2.0 (France) Attribution: tatoeba.org #2012082 (CK) & #2704315 (Amastan)
An accident has happened.	Yeḍra yiwen n usehwu.	CC-BY 2.0 (France) Attribution: tatoeba.org #240326 (CK) & #8807291 (Amastan)
Anger showed on his face.	Banen-d wurfan ɣef wudem-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #285818 (CM) & #1744226 (Amastan)
Answer the phone, please.	Err i usawal, ma ulac aɣilif.	CC-BY 2.0 (France) Attribution: tatoeba.org #279285 (CK) & #8041776 (Amastan)
Any comments are welcome.	Anṣuf s wakk iwenniten.	CC-BY 2.0 (France) Attribution: tatoeba.org #1131483 (perry) & #1768247 (Amastan)
Are rabbits able to swim?	Iwtal zemren ad ɛumen?	CC-BY 2.0 (France) Attribution: tatoeba.org #2263567 (CK) & #3218294 (Amastan)
Are they speaking French?	La ssawalen s tefṛensist?	CC-BY 2.0 (France) Attribution: tatoeba.org #2451616 (CK) & #2487502 (Amastan)
Are they speaking French?	S tefṛensist ay la ssawalen?	CC-BY 2.0 (France) Attribution: tatoeba.org #2451616 (CK) & #2487503 (Amastan)
Are you fond of baseball?	Tḥemmled abaseball?	CC-BY 2.0 (France) Attribution: tatoeba.org #324075 (CM) & #2578932 (Amastan)
Are you fond of baseball?	Tḥemmleḍ abaseball?	CC-BY 2.0 (France) Attribution: tatoeba.org #324075 (CM) & #2578933 (Amastan)
Are you fond of baseball?	Tḥemmlem abaseball?	CC-BY 2.0 (France) Attribution: tatoeba.org #324075 (CM) & #2578935 (Amastan)
Are you fond of baseball?	Tḥemmlemt abaseball?	CC-BY 2.0 (France) Attribution: tatoeba.org #324075 (CM) & #2578936 (Amastan)
Are you fond of swimming?	Tḥemmled aɛumu?	CC-BY 2.0 (France) Attribution: tatoeba.org #15965 (Swift) & #2578689 (Amastan)
Are you fond of swimming?	Tḥemmleḍ aɛumu?	CC-BY 2.0 (France) Attribution: tatoeba.org #15965 (Swift) & #2578690 (Amastan)
Are you fond of swimming?	Tḥemmlem aɛumu?	CC-BY 2.0 (France) Attribution: tatoeba.org #15965 (Swift) & #2578691 (Amastan)
Are you fond of swimming?	Tḥemmlemt aɛumu?	CC-BY 2.0 (France) Attribution: tatoeba.org #15965 (Swift) & #2578692 (Amastan)
Are you from around here?	Kecc seg lejwayeh-a?	CC-BY 2.0 (France) Attribution: tatoeba.org #1920739 (Spamster) & #1958352 (Amastan)
Are you from around here?	Kemm seg lejwayeh-a?	CC-BY 2.0 (France) Attribution: tatoeba.org #1920739 (Spamster) & #1958363 (Amastan)
Are you from around here?	Kenwi seg lejwayeh-a?	CC-BY 2.0 (France) Attribution: tatoeba.org #1920739 (Spamster) & #1958364 (Amastan)
Are you from around here?	Kennemti seg lejwayeh-a?	CC-BY 2.0 (France) Attribution: tatoeba.org #1920739 (Spamster) & #1958365 (Amastan)
Are you going or staying?	Ad tṛuḥeḍ neɣ ad teqqimeḍ.	CC-BY 2.0 (France) Attribution: tatoeba.org #241086 (CK) & #7654457 (Yagurten)
Are you going to be long?	Tettmeɛḍaleḍ?	CC-BY 2.0 (France) Attribution: tatoeba.org #2890943 (CK) & #9316960 (Amastan)
Are you going to save us?	Ad aɣ-d-tessukksed?	CC-BY 2.0 (France) Attribution: tatoeba.org #1886345 (CK) & #9108168 (Amastan)
Are you going to save us?	Ad aɣ-d-tessukksem?	CC-BY 2.0 (France) Attribution: tatoeba.org #1886345 (CK) & #9108169 (Amastan)
Are you going to save us?	Ad aɣ-d-tessukksemt?	CC-BY 2.0 (France) Attribution: tatoeba.org #1886345 (CK) & #9108170 (Amastan)
Are you here for tickets?	Tusid-d akken ad tawid tinfulin-nni?	CC-BY 2.0 (France) Attribution: tatoeba.org #5745344 (CM) & #8066056 (Amastan)
Are you here for tickets?	Tusam-d akken ad tawim tinfulin-nni?	CC-BY 2.0 (France) Attribution: tatoeba.org #5745344 (CM) & #8066057 (Amastan)
Are you here for tickets?	Tusamt-d akken ad tawimt tinfulin-nni?	CC-BY 2.0 (France) Attribution: tatoeba.org #5745344 (CM) & #8066058 (Amastan)
Are you here with anyone?	Aql-ik da akked kra niḍen?	CC-BY 2.0 (France) Attribution: tatoeba.org #3598164 (Hybrid) & #7341244 (Amastan)
Are you here with anyone?	Aql-ikem da akked kra niḍen?	CC-BY 2.0 (France) Attribution: tatoeba.org #3598164 (Hybrid) & #7341245 (Amastan)
Are you looking for work?	Tettnadid ɣef umahil?	CC-BY 2.0 (France) Attribution: tatoeba.org #1959341 (Flargus) & #8487845 (Amastan)
Are you looking for work?	Tettnadim ɣef umahil?	CC-BY 2.0 (France) Attribution: tatoeba.org #1959341 (Flargus) & #8487846 (Amastan)
Are you looking for work?	Tettnadimt ɣef umahil?	CC-BY 2.0 (France) Attribution: tatoeba.org #1959341 (Flargus) & #8487847 (Amastan)
Are you not feeling well?	Yella kra ay k-yuɣen?	CC-BY 2.0 (France) Attribution: tatoeba.org #3658435 (AlanF_US) & #1660381 (Amastan)
Are you not feeling well?	La tettḥulfud i yiman-nnek ur telhid ara?	CC-BY 2.0 (France) Attribution: tatoeba.org #3658435 (AlanF_US) & #7301461 (Amastan)
Are you not feeling well?	La tettḥulfud i yiman-nnem ur telhid ara?	CC-BY 2.0 (France) Attribution: tatoeba.org #3658435 (AlanF_US) & #7301463 (Amastan)
Are you on the committee?	Tettekkaḍ deg useqqamu-nni?	CC-BY 2.0 (France) Attribution: tatoeba.org #16808 (CK) & #1620404 (Amastan)
Are you on your way home?	Ɣer uxxam ay la tetteddud?	CC-BY 2.0 (France) Attribution: tatoeba.org #4826247 (Hybrid) & #7233438 (Amastan)
Are you on your way home?	La tetteddud ɣer uxxam?	CC-BY 2.0 (France) Attribution: tatoeba.org #4826247 (Hybrid) & #7348723 (Amastan)
